success_rate,cashback_offered,transaction_fee,customer_preference,payment_method
-0.004227991316545966,1.3980212150295037,0.7697054673039233,-0.13881853078020867,3
0.11672343250870768,0.7258956308807039,0.4624196491969837,-0.13881853078020867,7
0.7937406963510097,-1.2904811215656957,0.461887254476679,-0.13881853078020867,7
-1.2783332529652562,-1.2904811215656957,-0.9933265720837612,0.4921747909480133,1
0.5508404643384698,0.05377004673190404,-0.9167598852750979,1.1231681126762354,3
1.2668683180002096,0.05377004673190404,1.5195909790485576,-0.13881853078020867,7
-0.36094281872628625,-0.6183555374168959,-0.013782690806925364,-1.4008051742366527,7
1.6411179691602404,-0.6183555374168959,1.1057032823892996,-1.4008051742366527,5
-0.9676448213272231,-0.6183555374168959,-0.48145772162098377,-0.7698118525084306,3
-1.686458463952561,0.05377004673190404,0.4683368256004438,1.1231681126762354,7
0.29665218048320247,-1.2904811215656957,0.3273884749038021,0.4921747909480133,2
0.26180008568840846,1.3980212150295037,1.0626250954587049,-0.13881853078020867,0
-1.199713047065265,1.3980212150295037,1.2345328669510613,-0.7698118525084306,2
0.3033368926337063,0.7258956308807039,-1.2939555389114485,0.4921747909480133,7
0.4830266694354852,1.3980212150295037,1.0253130951671754,-1.4008051742366527,6
-0.8693805560246364,-1.2904811215656957,-0.021354896720023026,-0.7698118525084306,2
-0.2818442805798369,-0.6183555374168959,1.3063335915253558,-0.13881853078020867,0
0.08473419224002078,-0.6183555374168959,-1.2069097635116584,-0.13881853078020867,0
-1.946870041583788,1.3980212150295037,1.7237397933775616,1.1231681126762354,0
-0.14273992866247132,0.7258956308807039,-0.9912002340805416,-1.4008051742366527,0
0.789062709620267,-0.6183555374168959,1.6107665746730981,-0.13881853078020867,3
-0.8081845044366971,-0.6183555374168959,1.1468646030571796,-0.7698118525084306,2
-1.2194162076067503,0.7258956308807039,-0.5801082688521152,-0.7698118525084306,6
-0.6188408463012562,1.3980212150295037,-0.7597065412324437,-0.13881853078020867,6
-1.1038296877189733,0.7258956308807039,-0.2533365757725416,1.1231681126762354,3
-1.260985820099827,0.05377004673190404,-1.0459388187497791,1.7541614344044574,4
-0.4291137537650557,-1.2904811215656957,0.03839805782644774,-0.13881853078020867,6
-0.9266862556522366,-0.6183555374168959,0.8533626806453838,-0.7698118525084306,3
0.9612386829611306,0.05377004673190404,-0.05903075662599479,1.7541614344044574,5
-1.393122530693686,0.7258956308807039,0.6807336443414193,-1.4008051742366527,3
-0.9176542559150079,0.05377004673190404,1.7278776138934973,-0.7698118525084306,5
-1.2320267309849537,1.3980212150295037,-1.398985982327557,-1.4008051742366527,2
-0.6857005953136952,0.7258956308807039,1.0381719552903421,-1.4008051742366527,2
0.8881789340467974,1.3980212150295037,1.2978261353044946,-0.7698118525084306,5
-0.24253666665068016,0.05377004673190404,-1.6246574891600924,1.7541614344044574,2
-0.9329973257111623,1.3980212150295037,0.3770988105912576,0.4921747909480133,6
-0.5419446023203691,-1.2904811215656957,0.03033754920752977,0.4921747909480133,4
1.08413020008614,-1.2904811215656957,1.6656881101171537,1.7541614344044574,3
-1.5866749317986863,0.05377004673190404,0.028298711341551472,0.4921747909480133,6
-1.6487478453562527,1.3980212150295037,1.7358752888188032,1.7541614344044574,3
0.49527606836276217,0.05377004673190404,0.1591766924364439,-1.4008051742366527,2
0.21476512953069204,-0.6183555374168959,-1.0601459941262243,-0.7698118525084306,0
1.6205973177140292,0.05377004673190404,-0.3448661316746245,0.4921747909480133,3
1.5520187458653385,0.7258956308807039,-1.6072372449269041,1.7541614344044574,4
1.0277175009270816,-1.2904811215656957,1.5810959036949805,0.4921747909480133,4
